DATABASE	PRIMARY NAME	ABBREVIATION	NAMES	KEGG ID(S)	FORMULA	CHARGE
cpd07217_c0	Integerrimine	Integerrimine	Integerrimine	C10328	C18H25NO5	0
cpd07218_c0	1,4-Dihydroxy-2-methylanthraquinone	1,4-Dihydroxy-2-methylanthraquinone	1,4-Dihydroxy-2-methylanthraquinone	C10329	C15H10O4	0
cpd07219_c0	Intermedine	Intermedine	9-(+)-Trachelanthylretronecine|Intermedine	C10330	C15H25NO5	0
cpd07220_c0	2,6-Dimethoxybenzoquinone	2,6-Dimethoxybenzoquinone	2,6-Dimethoxybenzoquinone	C10331	C8H8O4	0
cpd07221_c0	Diospyrin	Diospyrin	Diospyrin	C10332	C22H14O6	0
cpd07222_c0	Isatidine	Isatidine	Retrorsine N-oxide|Isatidine	C10333	C18H25NO7	0
cpd07223_c0	Dothistromin	Dothistromin	Dothistromin	C10334	C18H12O9	0
cpd07224_c0	Droserone	Droserone	Droserone	C10335	C11H7O4	-1
cpd07225_c0	Isolycopsamine	Isolycopsamine	Isolycopsamine	C10336	C15H25NO5	0
cpd07226_c0	Dunnione	Dunnione	Dunnione	C10337	C15H14O3	0
cpd07227_c0	Echinone	Echinone	Echinone	C10338	C19H20O6	0
cpd07228_c0	Jacobine	Jacobine	Jacobine	C10339	C18H25NO6	0
cpd07229_c0	Eleutherin	Eleutherin	Eleutherin	C10340	C16H16O4	0
cpd07230_c0	Lasiocarpine	Lasiocarpine	7-Angelyl-9-lasiocarpylheliotridine|Lasiocarpine	C10341	C21H33NO7	0
cpd07231_c0	Embelin	Embelin	Embelin	C10342	C17H25O4	-1
cpd07232_c0	Emodin	Emodin	Emodin	C10343	C15H10O5	0
cpd07233_c0	Latifoline	Latifoline	(+)-Latifoline|Latifoline	C10344	C20H27NO7	0
cpd07234_c0	Emodin 8-glucoside	Emodin 8-glucoside	Emodin 8-glucoside	C10345	C21H19O10	-1
cpd07235_c0	Frangulin A	Frangulin A	Frangulin A	C10346	C21H20O9	0
cpd07236_c0	Lycopsamine	Lycopsamine	9-Viridiflorylretronecine|Lycopsamine	C10347	C15H25NO5	0
cpd07237_c0	Macrophylline	Macrophylline	Macrophylline	C10348	C13H21NO3	0
cpd07238_c0	Frangulin B	Frangulin B	Frangulin B	C10349	C20H18O9	0
cpd07239_c0	Monocrotaline	Monocrotaline	Monocrotaline	C10350	C16H23NO6	0
cpd07240_c0	Geranylbenzoquinone	Geranylbenzoquinone	Geranylbenzoquinone	C10351	C16H20O2	0
cpd07241_c0	Hibiscoquinone A	Hibiscoquinone A	Hibiscoquinone A	C10352	C15H14O4	0
cpd07242_c0	Nemorensine	Nemorensine	C(16a)-Homo-21-norsenecionan-11,16a-dione, 12,15-epoxy-1,2,15,20-tetrahydro-, (1alpha,12R,15R)-|Nemorensine	C10353	C18H28NO5	1
cpd07243_c0	2-Hydroxymethylanthraquinone	2-Hydroxymethylanthraquinone	2-Hydroxymethylanthraquinone	C10354	C15H10O3	0
cpd07244_c0	Hypoxylone	Hypoxylone	Hypoxylone	C10355	C20H12O5	0
cpd07245_c0	Otonecine	Otonecine	1H-Pyrrolizinium, 2,3,5,7a-tetrahydro-1,7a-dihydroxy-7-(hydroxymethyl)-4-methyl-, (1R-(1alpha,4beta,7abeta))-|Otonecine	C10356	C9H15NO3	0
cpd07246_c0	Parsonsine	Parsonsine	Parsonsine	C10357	C23H38NO7	1
cpd07247_c0	Isodiospyrin	Isodiospyrin	Isodiospyrin	C10358	C22H14O6	0
cpd07248_c0	Petasitenine	Petasitenine	Petasitenine	C10359	C19H28NO7	1
cpd07249_c0	2-Isoprenylemodin	2-Isoprenylemodin	2-Isoprenylemodin	C10360	C20H17O5	-1
cpd07250_c0	Phalaenopsine T	Phalaenopsine T	Phalaenopsine T	C10361	C20H27NO5	0
cpd07251_c0	Kigelinone	Kigelinone	Kigelinone	C10362	C14H10O5	0
cpd07252_c0	Platyphylline	Platyphylline	Platyphylline	C10363	C18H28NO5	1
cpd07253_c0	Retrorsine	Retrorsine	Retrorsine	C10364	C18H25NO6	0
cpd07254_c0	Knipholone	Knipholone	Knipholone	C10365	C24H17O8	-1
cpd07255_c0	Lapachol	Lapachol	Lapachol	C10366	C15H13O3	-1
cpd07256_c0	beta-Lapachone	beta-Lapachone	beta-Lapachone	C10367	C15H14O3	0
cpd07257_c0	Lawsone	Lawsone	Lawsone	C10368	C10H5O3	-1
cpd07258_c0	Lucidin	Lucidin	Lucidin	C10369	C15H9O5	-1
cpd07259_c0	Lucidin omega-methyl ether	Lucidin omega-methyl ether	2-(Methoxymethyl)-1,3-dihydroxyanthraquinone|Lucidin omega-methyl ether	C10370	C16H11O5	-1
cpd07260_c0	Mansonone C	Mansonone C	Mansonone C	C10371	C15H16O2	0
cpd07261_c0	9-Methoxy-alpha-lapachone	9-Methoxy-alpha-lapachone	9-Methoxy-alpha-lapachone	C10372	C16H16O4	0
cpd07262_c0	5-O-Methylembelin	5-O-Methylembelin	5-O-Methylembelin	C10373	C18H27O4	-1
cpd07263_c0	Morindaparvin A	Morindaparvin A	Morindaparvin A	C10374	C15H8O4	0
cpd07264_c0	Riddelline	Riddelline	18-Hydroxyseneciphylline|Riddelline	C10375	C18H23NO6	0
cpd07265_c0	Morindone	Morindone	Morindone	C10376	C15H10O5	0
cpd07266_c0	(1S,3R)-Nanaomycin A	(1S,3R)-Nanaomycin A	(1S,3R)-Nanaomycin A	C10377	C16H13O6	-1
cpd07267_c0	Rinderine	Rinderine	9-(+)-Trachelanthylheliotridine|Rinderine	C10378	C15H25NO5	0
cpd07268_c0	Norobtusifolin	Norobtusifolin	2-Hydroxychrysophanol|Norobtusifolin	C10379	C15H10O5	0
cpd07269_c0	Rosmarinine	Rosmarinine	Senecionan-11,16-dione, 1,2-dihydro-2,12-dihydroxy-, (1alpha,2alpha)-|Rosmarinine	C10380	C18H28NO6	1
cpd07270_c0	Obtusifolin 2-glucoside	Obtusifolin 2-glucoside	Obtusifolin 2-glucoside	C10381	C22H22O10	0
cpd07271_c0	Physcion diglucoside	Physcion diglucoside	Physcion 8-O-beta-D-gentiobioside|Physcion diglucoside|Physcion 8-gentiobioside	C10382	C28H32O15	0
cpd07272_c0	Sarracine	Sarracine	7-Angelyl-9-sarracinylplatynecine|Sarracine	C10383	C18H27NO5	0
cpd07273_c0	Physcion 8-glucoside	Physcion 8-glucoside	Physcion 8-O-beta-D-monoglucoside|Physcion 8-glucoside	C10384	C22H22O10	0
cpd07274_c0	Plastoquinone A	Plastoquinone A	Plastoquinone A|Plastoquinone-9	C10385	C53H80O2	0
cpd07275_c0	Senaetnine	Senaetnine	Senaetnine	C10386	C20H23NO7	0
cpd07276_c0	Plumbagin	Plumbagin	Plumbagin	C10387	C11H8O3	0
cpd07277_c0	Senampeline A	Senampeline A	Senampeline A	C10388	C25H31NO8	0
cpd07278_c0	Prenylbenzoquinone	Prenylbenzoquinone	Prenylbenzoquinone	C10389	C11H12O2	0
cpd07279_c0	Primin	Primin	Primin	C10390	C12H16O3	0
cpd07280_c0	Seneciphylline	Seneciphylline	Seneciphylline	C10391	C18H23NO5	0
cpd07281_c0	Pseudohypericin	Pseudohypericin	Pseudohypericin	C10392	C30H15O9	-1
cpd07282_c0	Senecivernine	Senecivernine	21-Norsenecionan-11,16-dione, 12-hydroxy-14-methyl-, (12zeta,13zeta)-|Senecivernine	C10393	C18H25NO5	0
cpd07283_c0	Pseudopurpurin	Pseudopurpurin	Pseudopurpurin	C10394	C15H7O7	-1
cpd07284_c0	Purpurin	Purpurin	Purpurin	C10395	C14H7O5	-1
cpd07285_c0	Senkirkine	Senkirkine	Senkirkine	C10396	C19H28NO6	1
cpd07286_c0	Purpurin 1-methyl ether	Purpurin 1-methyl ether	Purpurin 1-methyl ether	C10397	C15H10O5	0
cpd07287_c0	Ramentaceone	Ramentaceone	7-Methyljuglone|Ramentaceone	C10398	C11H8O3	0
cpd07288_c0	Rapanone	Rapanone	Rapanone	C10399	C19H29O4	-1
cpd07289_c0	Supinidine	Supinidine	Supinidine	C10400	C8H13NO	0
cpd07290_c0	Rhein	Rhein	Rhein	C10401	C15H7O6	-1
cpd07291_c0	Rubiadin	Rubiadin	Rubiadin	C10402	C15H10O4	0
cpd07292_c0	Supinine	Supinine	Butanoic acid, 2,3-dihydroxy-2-(1-methylethyl)-, (2,3,5,7a-tetrahydro-1H-pyrrolizin-7-yl)methyl ester, (7aS-(7(2R*,3S*),7aR*))-|Supinine	C10403	C15H25NO4	0
cpd07293_c0	Sennoside A	Sennoside A	Sennoside A	C10404	C42H36O20	-2
cpd07294_c0	Tectoquinone	Tectoquinone	2-Methylanthraquinone|Tectoquinone	C10405	C15H10O2	0
cpd07295_c0	Tricrozarin A	Tricrozarin A	Tricrozarin A	C10406	C13H10O8	0
cpd07296_c0	Ventinone A	Ventinone A	Ventinone A	C10407	C17H14O6	0
cpd07297_c0	Symlandine	Symlandine	7-Angelyl-9-(-)-viridiflorylretronecine|Symlandine	C10408	C20H31NO6	0
cpd07298_c0	Symphytine	Symphytine	7-Tiglyl-9-(-)-viridiflorylretronecine|Symphytine	C10409	C20H31NO6	0
cpd07299_c0	Triangularine	Triangularine	6-Angelyl-9-sarracinylretronecine|Triangularine	C10410	C18H25NO5	0
cpd07300_c0	Tussilagine	Tussilagine	Tussilagine	C10411	C10H17NO3	0
cpd07301_c0	Uplandicine	Uplandicine	7-Acetyl-9-echimidinylretronecine|Uplandicine	C10412	C17H27NO7	0
cpd07302_c0	Usaramine	Usaramine	Mucronatine|Usaramine	C10413	C18H25NO6	0
cpd07303_c0	Dalbergin	Dalbergin	Dalbergin	C10414	C16H12O4	0
cpd07304_c0	(+-)-Dalbergioidin	(+-)-Dalbergioidin	(+-)-Dalbergioidin	C10415	C15H12O6	0
cpd07305_c0	Dalpanin	Dalpanin	Dalpanin	C10416	C26H29O12	-1
cpd07306_c0	Deguelin	Deguelin	Deguelin	C10417	C23H22O6	0
cpd07307_c0	(+-)-5-Deoxykievitone	(+-)-5-Deoxykievitone	(+-)-5-Deoxykievitone	C10418	C20H20O5	0
cpd07308_c0	Ferreirin	Ferreirin	Ferreirin	C10419	C16H14O6	0
cpd07309_c0	Genistein 8-C-glucoside	Genistein 8-C-glucoside	Genistein 8-C-glucoside	C10420	C21H19O10	-1
cpd07310_c0	Glabridin	Glabridin	Glabridin	C10421	C20H20O4	0
cpd07311_c0	(-)-Glyceollin II	(-)-Glyceollin II	(-)-Glyceollin II	C10422	C20H18O5	0
cpd07312_c0	Hildecarpin	Hildecarpin	Hildecarpin	C10424	C17H14O7	0
cpd07313_c0	Hispaglabridin A	Hispaglabridin A	Hispaglabridin A	C10425	C25H28O4	0
cpd07314_c0	1'-Acetoxychavicol acetate	1'-Acetoxychavicol acetate	1'-Acetoxychavicol acetate	C10426	C13H14O4	0
cpd07315_c0	1'-Acetoxyeugenol acetate	1'-Acetoxyeugenol acetate	1'-Acetoxyeugenol acetate	C10427	C14H16O5	0
cpd07316_c0	Anethole	Anethole	Anethole	C10428	C10H12O	0
cpd07317_c0	Apiole	Apiole	Apiole	C10429	C12H14O4	0
cpd07318_c0	cis-Asarone	cis-Asarone	cis-Asarone|beta-Asarone	C10430	C12H16O3	0
cpd07319_c0	Caffeic acid 3-glucoside	Caffeic acid 3-glucoside	Caffeic acid 3-glucoside	C10431	C15H17O9	-1
cpd07320_c0	1-Caffeoyl-4-deoxyquinic acid	1-Caffeoyl-4-deoxyquinic acid	1-Caffeoyl-4-deoxyquinic acid	C10432	C16H17O8	-1
cpd07321_c0	1-Caffeoyl-beta-D-glucose	1-Caffeoyl-beta-D-glucose	1-Caffeoyl-beta-D-glucose	C10433	C15H18O9	0
cpd07322_c0	5-O-Caffeoylshikimic acid	5-O-Caffeoylshikimic acid	5-O-Caffeoylshikimic acid	C10434	C16H15O8	-1
cpd07323_c0	Carpacin	Carpacin	Carpacin	C10435	C11H12O3	0
cpd07324_c0	Centrolobine	Centrolobine	Centrolobine	C10436	C20H24O3	0
cpd07325_c0	Chicoric acid	Chicoric acid	Chicoric acid	C10437	C22H16O12	-2
cpd07326_c0	Cinnamic acid	Cinnamic acid	Benzeneacrylic acid|Cinnamic acid	C10438	C9H7O2	-1
cpd07327_c0	4'-Cinnamoylmussatioside	4'-Cinnamoylmussatioside	4'-Cinnamoylmussatioside	C10439	C34H44O16	0
cpd07328_c0	4-p-Coumaroylquinic acid	4-p-Coumaroylquinic acid	4-p-Coumaroylquinic acid	C10441	C16H17O8	-1
cpd07329_c0	Curcumin	Curcumin	Kacha haldi|Curcumin	C10443	C21H20O6	0
cpd07330_c0	3'-Demethoxypiplartine	3'-Demethoxypiplartine	3'-Demethoxypiplartine	C10444	C16H19NO4	0
cpd07331_c0	1,3-Dicaffeoylquinic acid	1,3-Dicaffeoylquinic acid	1,3-Dicaffeoylquinic acid	C10445	C25H23O12	-1
cpd07332_c0	Diferulic acid	Diferulic acid	Diferulic acid	C10446	C20H16O8	-2
cpd07333_c0	Dihydrocaffeic acid	CPDIM-6116	3,4-dihydroxyphenylpropionate|3,4-Dihydroxyphenylpropionic acid|Dihydrocaffeic acid	C10447	C9H9O4	-1
cpd07334_c0	Dihydroconiferyl alcohol	Dihydroconiferyl alcohol	Dihydroconiferyl alcohol	C10448	C10H14O3	0
cpd07335_c0	Dillapiol	Dillapiol	Dillapiol|Dillapiole	C10449	C12H14O4	0
cpd07336_c0	Echinacoside	Echinacoside	Echinacoside	C10450	C35H46O20	0
cpd07337_c0	Elemicin	Elemicin	Elemicin	C10451	C12H16O3	0
cpd07338_c0	Estragole	Estragole	Estragole	C10452	C10H12O	0
cpd07339_c0	Eugenol	Eugenol	Eugenol	C10453	C10H12O2	0
cpd07340_c0	O-Methyleugenol	O-Methyleugenol	O-Methyleugenol|Eugenol methyl ether	C10454	C11H14O2	0
cpd07341_c0	Fagaramide	Fagaramide	Fagaramide	C10455	C14H17NO3	0
cpd07342_c0	Forsythiaside	Forsythiaside	Forsythiaside	C10456	C29H36O15	0
cpd07343_c0	Homoferreirin	Homoferreirin	Homoferreirin	C10457	C17H16O6	0
cpd07344_c0	Furcatin	Furcatin	Furcatin	C10458	C20H28O10	0
cpd07345_c0	[6]-Gingerdione	[6]-Gingerdione	[6]-Gingerdione	C10459	C17H24O4	0
cpd07346_c0	Gingerenone A	Gingerenone A	Gingerenone A	C10460	C21H24O5	0
cpd07347_c0	4-Hydroxyhomopterocarpin	4-Hydroxyhomopterocarpin	4-Hydroxyhomopterocarpin	C10461	C17H16O5	0
cpd07348_c0	[6]-Gingerol	[6]-Gingerol	[6]-Gingerol	C10462	C17H26O4	0
cpd07349_c0	Grandidentatin	Grandidentatin	Grandidentatin	C10463	C21H28O9	0
cpd07350_c0	12a-Hydroxyrotenone	12a-Hydroxyrotenone	12a-Hydroxyrotenone	C10464	C23H22O7	0
cpd07351_c0	Iridin	Iridin	Iridin	C10465	C24H26O13	0
cpd07352_c0	Hellicoside	Hellicoside	Hellicoside	C10466	C29H36O17	0
cpd07353_c0	Irilone	Irilone	Irilone	C10467	C16H10O6	0
cpd07354_c0	Isochlorogenic acid b	Isochlorogenic acid b	Isochlorogenic acid b	C10468	C25H23O12	-1
cpd07355_c0	Isoeugenol	Isoeugenol	Isoeugenol	C10469	C10H12O2	0
cpd07356_c0	Isoferulic acid	Isoferulic acid	Isoferulic acid	C10470	C10H9O4	-1
cpd07357_c0	Irisolidone	Irisolidone	Irisolidone	C10471	C17H14O6	0
cpd07358_c0	Isosafrole	Isosafrole	Isosafrole	C10472	C10H10O2	0
cpd07359_c0	Jionoside B1	Jionoside B1	Jionoside B1	C10473	C37H50O20	0
cpd07360_c0	Lusitanicoside	Lusitanicoside	Lusitanicoside	C10474	C21H30O10	0
cpd07361_c0	4-Methoxycinnamaldehyde	4-Methoxycinnamaldehyde	4-Methoxycinnamaldehyde|p-Methoxycinnamaldehyde	C10475	C10H10O2	0
cpd07362_c0	Ethyl p-methoxycinnamate	Ethyl p-methoxycinnamate	Ethyl p-methoxycinnamate|p-Methoxycinnamic acid ethyl ester	C10476	C12H14O3	0
cpd07363_c0	Methyl caffeate	Methyl caffeate	Methyl caffeate	C10477	C10H10O4	0
cpd07364_c0	Isomethyleugenol	Isomethyleugenol	Isomethyleugenol|trans-Methylisoeugenol|Methylisoeugenol	C10478	C11H14O2	0
cpd07365_c0	Myricoside	Myricoside	Myricoside	C10479	C34H44O19	0
cpd07366_c0	Myristicin	Myristicin	Myristicin	C10480	C11H12O3	0
cpd07367_c0	Orobanchoside	Orobanchoside	Orobanchoside	C10481	C29H36O16	0
cpd07368_c0	[6]-Paradol	[6]-Paradol	3-Decanone, 1-(4-hydroxy-3-methoxyphenyl)-|[6]-Paradol	C10482	C17H26O3	0
cpd07369_c0	Phaseolic acid	Phaseolic acid	Phaseolic acid	C10483	C13H10O8	-2
cpd07370_c0	Phenethyl caffeate	Phenethyl caffeate	Caffeic acid phenethyl ester|Phenethyl caffeate	C10484	C17H16O4	0
cpd07371_c0	Plantamajoside	Plantamajoside	Plantamajoside	C10485	C29H36O16	0
cpd07372_c0	Licoisoflavone A	Licoisoflavone A	Licoisoflavone A	C10486	C20H18O6	0
cpd07373_c0	Prenyl caffeate	Prenyl caffeate	Prenyl caffeate	C10487	C14H16O4	0
cpd07374_c0	Purpureaside C	Purpureaside C	Purpureaside C	C10488	C35H46O20	0
cpd07376_c0	Safrole	Safrole	Safrole	C10490	C10H10O2	0
cpd07377_c0	Lonchocarpenin	Lonchocarpenin	Lonchocarpenin	C10491	C27H27O6	-1
cpd07378_c0	Salvianolic acid A	Salvianolic acid A	Salvianolic acid A	C10492	C26H21O10	-1
cpd07379_c0	Sarisan	Sarisan	Sarisan	C10493	C11H12O3	0
cpd07380_c0	[6]-Shogaol	[6]-Shogaol	[6]-Shogaol	C10494	C17H24O3	0
cpd07381_c0	Lotisoflavan	Lotisoflavan	Lotisoflavan	C10495	C17H18O5	0
cpd07382_c0	Sphagnum acid	Sphagnum acid	Sphagnum acid	C10496	C11H8O5	-2
cpd07383_c0	Subaphyllin	Subaphyllin	Feruloylputrescine|Subaphyllin	C10497	C14H21N2O3	1
cpd07384_c0	Luteone	Luteone	Luteone	C10498	C20H18O6	0
cpd07385_c0	Suspensaside	Suspensaside	Suspensaside	C10499	C29H36O16	0
cpd07386_c0	1,3,4,5-Tetracaffeoylquinic acid	1,3,4,5-Tetracaffeoylquinic acid	1,3,4,5-Tetracaffeoylquinic acid	C10500	C43H35O18	-1
cpd07387_c0	Verbascoside	Verbascoside	Verbascoside	C10501	C29H36O15	0
cpd07388_c0	(-)-Maackiain	(-)-Maackiain	(-)-Maackiain	C10502	C16H12O5	0
cpd07389_c0	(-)-Medicarpin	(-)-Medicarpin	(-)-Medicarpin	C10503	C16H14O4	0
cpd07390_c0	Melannin	Melannin	Melannin	C10504	C16H12O5	0
cpd07391_c0	(R)-4-Methoxydalbergione	(R)-4-Methoxydalbergione	(R)-4-Methoxydalbergione	C10505	C16H14O3	0
cpd07392_c0	Millettone	Millettone	Millettone	C10506	C22H18O6	0
cpd07393_c0	Mucronulatol	Mucronulatol	Mucronulatol	C10507	C17H18O5	0
cpd07394_c0	(-)-Nissolin	(-)-Nissolin	(-)-Nissolin	C10508	C16H14O5	0
cpd07395_c0	Ononin	Ononin	Formononetin 7-O-glucoside|Ononin	C10509	C22H22O9	0
cpd07396_c0	Orobol	Orobol	Orobol	C10510	C15H10O6	0
cpd07397_c0	Osajin	Osajin	Osajin	C10511	C25H24O5	0
cpd07398_c0	Pachyrrhizone	Pachyrrhizone	Pachyrrhizone	C10512	C20H14O7	0
cpd07399_c0	Paniculatin	Paniculatin	Paniculatin	C10513	C27H29O15	-1
cpd07400_c0	Phaseolin	Phaseolin	Phaseolin|(-)-Phaseollin	C10514	C20H18O4	0
cpd07401_c0	(-)-Phaseollinisoflavan	(-)-Phaseollinisoflavan	(-)-Phaseollinisoflavan	C10515	C20H20O4	0
cpd07402_c0	Pisatin	Pisatin	Pisatin	C10516	C17H14O6	0
cpd07403_c0	2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate	2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate	2-(beta-D-Glucosyl)-sn-glycerol 3-phosphate	C10517	C9H18O11P	-1
cpd07404_c0	Piscerythramine	Piscerythramine	Piscerythramine	C10518	C26H29NO6	0
cpd07405_c0	Pomiferin	Pomiferin	Pomiferin	C10519	C25H24O6	0
cpd07406_c0	Pratensein	Pratensein	Pratensein	C10520	C16H12O6	0
cpd07407_c0	Prunetin	Prunetin	Prunetin	C10521	C16H12O5	0
cpd07408_c0	Pseudobaptigenin	Pseudobaptigenin	Pseudobaptigenin	C10522	C16H10O5	0
cpd07409_c0	Psoralidin	Psoralidin	Psoralidin	C10523	C20H16O5	0
cpd07410_c0	Puerarin	Puerarin	Puerarin	C10524	C21H20O9	0
cpd07411_c0	Rotenonone	Rotenonone	Rotenonone	C10525	C23H18O7	0
cpd07412_c0	(-)-Sativan	(-)-Sativan	(-)-Sativan	C10526	C17H18O4	0
cpd07413_c0	Sayanedine	Sayanedine	Sayanedine	C10527	C17H14O5	0
cpd07415_c0	Sojagol	Sojagol	Sojagol	C10529	C20H16O5	0
cpd07416_c0	Sophoraisoflavanone A	Sophoraisoflavanone A	Sophoraisoflavanone A	C10530	C21H22O6	0
cpd07417_c0	(-)-Sparticarpin	(-)-Sparticarpin	(-)-Sparticarpin	C10531	C17H16O5	0
cpd07418_c0	Sumatrol	Sumatrol	Sumatrol	C10532	C23H22O7	0
cpd07419_c0	Tectoridin	Tectoridin	Tectoridin	C10533	C22H22O11	0
cpd07420_c0	Tectorigenin	Tectorigenin	Tectorigenin	C10534	C16H12O6	0
cpd07421_c0	Tephrosin	Tephrosin	Tephrosin	C10535	C23H22O7	0
cpd07422_c0	Texasin	Texasin	Texasin	C10536	C16H11O5	-1
cpd07423_c0	Toxicarol	Toxicarol	alpha-Toxicarol|Toxicarol	C10537	C23H22O7	0
cpd07424_c0	Trifolirhizin	Trifolirhizin	(-)-Maackiain 3-O-glucoside|Trifolirhizin	C10538	C22H22O10	0
cpd07425_c0	(-)-Variabilin	(-)-Variabilin	(-)-Variabilin	C10539	C17H16O5	0
cpd07426_c0	Vestitol	Vestitol	(-)-Vestitol|Vestitol	C10540|C16225	C16H16O4	0
cpd07427_c0	Wedelolactone	Wedelolactone	Wedelolactone	C10541	C16H10O7	0
cpd07428_c0	Wighteone	Wighteone	Wighteone	C10542	C20H18O5	0
cpd07429_c0	Acanthoside D	Acanthoside D	(-)-Syringaresinol di-beta-D-glucoside|Acanthoside D	C10543	C34H46O18	0
cpd07430_c0	1-Acetoxypinoresinol	1-Acetoxypinoresinol	1-Acetoxypinoresinol	C10544	C22H24O8	0
cpd07431_c0	(-)-Arctigenin	(-)-Arctigenin	(-)-Arctigenin	C10545	C21H24O6	0
cpd07432_c0	Austrobailignan 1	Austrobailignan 1	Austrobailignan 1	C10546	C21H18O7	0
cpd07433_c0	Burseran	Burseran	Burseran	C10547	C22H26O6	0
cpd07434_c0	Cleistanthin A	Cleistanthin A	Cleistanthin A	C10548	C28H28O11	0
cpd07435_c0	Cubebin	Cubebin	Cubebin	C10549	C20H20O6	0
cpd07436_c0	Dehydrodieugenol	Dehydrodieugenol	Dehydrodieugenol	C10550	C20H22O4	0
cpd07437_c0	5'-Demethoxydeoxypodophyllotoxin	5'-Demethoxydeoxypodophyllotoxin	5'-Demethoxydeoxypodophyllotoxin	C10551	C21H20O6	0
cpd07438_c0	4'-Demethyldeoxypodophyllotoxin	4'-Demethyldeoxypodophyllotoxin	4'-Demethyldeoxypodophyllotoxin	C10552	C21H20O7	0
cpd07439_c0	4'-Demethylpodophyllotoxin	4'-Demethylpodophyllotoxin	4'-Demethylpodophyllotoxin	C10553	C21H20O8	0
cpd07440_c0	Denudatin B	Denudatin B	Denudatin B	C10554	C21H24O5	0
cpd07441_c0	Deoxygomisin A	Deoxygomisin A	(+)-gamma-Schizandrin|Deoxygomisin A	C10555	C23H28O6	0
cpd07442_c0	Deoxypodophyllotoxin	Deoxypodophyllotoxin	Deoxypodophyllotoxin	C10556	C22H22O7	0
cpd07443_c0	Dihydroanhydropodorhizol	Dihydroanhydropodorhizol	Dihydroanhydropodorhizol	C10557	C22H24O7	0
cpd07444_c0	Dihydrocubebin	Dihydrocubebin	Dihydrocubebin	C10558	C20H22O6	0
cpd07445_c0	Diphyllin	Diphyllin	Diphyllin	C10559	C21H16O7	0
cpd07446_c0	Eucommin A	Eucommin A	Medioresinol 4'-O-beta-D-glucopyranoside|Eucommin A	C10560	C27H34O12	0
cpd07447_c0	(+)-Eudesmin	(+)-Eudesmin	(+)-Eudesmin	C10561	C22H26O6	0
cpd07448_c0	Eudesobovatol A	Eudesobovatol A	Eudesobovatol A	C10562	C33H44O4	0
cpd07449_c0	Fargesone A	Fargesone A	Fargesone A	C10563	C21H24O6	0
cpd07450_c0	O-Acetylcypholophine	O-Acetylcypholophine	O-Acetylcypholophine	C10564	C20H29N2O4	1
cpd07451_c0	Acutumidine	Acutumidine	Acutumidine	C10565	C18H22NO6Cl	0
cpd07452_c0	Alchorneine	Alchorneine	Alchorneine	C10566	C12H20N3O	1
cpd07453_c0	Alchornine	Alchornine	Alchornine	C10567	C11H18N3O	1
cpd07454_c0	Anantine	Anantine	Anantine	C10568	C15H15N3O	0
cpd07455_c0	Androcymbine	Androcymbine	Androcymbine	C10569	C21H25NO5	0
cpd07456_c0	Annuloline	Annuloline	Annuloline	C10570	C20H19NO4	0
cpd07457_c0	Aspergillic acid	Aspergillic acid	Aspergillic acid	C10571	C12H20N2O2	0
cpd07458_c0	Balsoxine	Balsoxine	Balsoxine	C10572	C17H15NO3	0
cpd07459_c0	Calycanthine	Calycanthine	Calycanthine	C10573	C22H26N4	0
cpd07460_c0	Futoquinol	Futoquinol	Futoquinol	C10574	C21H22O5	0
cpd07461_c0	Candicine	Candicine	Ammonium, (p-hydroxyphenethyl)trimethyl-|Candicine	C10575	C11H18NO	1
cpd07462_c0	Cannabisativine	Cannabisativine	Cannabisativine	C10576	C21H40N3O3	1
cpd07463_c0	Casimiroedine	Casimiroedine	Casimiroedine	C10577	C21H27N3O6	0
cpd07464_c0	Celabenzine	Celabenzine	Celabenzine	C10578	C23H30N3O2	1
cpd07465_c0	Taxol B	Taxol B	Taxol B|Cephalomannine	C10579	C45H53NO14	0
cpd07466_c0	Cephalotaxine	Cephalotaxine	Cephalotaxine	C10580	C18H21NO4	0
cpd07467_c0	Cichorine	Cichorine	Cichorine	C10581	C10H11NO3	0
cpd07468_c0	Codonocarpine	Codonocarpine	Codonocarpine	C10582	C26H32N3O5	1
cpd07469_c0	Crinasiadine	Crinasiadine	Crinasiadine	C10583	C14H9NO3	0
cpd07470_c0	Crinasiatine	Crinasiatine	Crinasiatine	C10584	C22H17NO4	0
cpd07471_c0	Vertine	Vertine	Vertine|Lythran-12-one, 4'',5''-dimethoxy-2'-hydroxy-, (10-alpha)-|Cryogenine	C10585	C26H30NO5	1
cpd07472_c0	Cryptopleurine	Cryptopleurine	Cryptopleurine	C10586	C24H27NO3	0
cpd07473_c0	Cynometrine	Cynometrine	Cynometrine	C10587	C16H19N3O2	0
cpd07474_c0	Damascenine	Damascenine	Damascenine	C10588	C10H13NO3	0
cpd07475_c0	Decaline	Decaline	Decaline	C10589	C26H32NO5	1
cpd07476_c0	Elaeocarpidine	Elaeocarpidine	Elaeocarpidine	C10590	C17H21N3	0
cpd07477_c0	(+)-Elaeocarpine	(+)-Elaeocarpine	(+)-Elaeocarpine	C10591	C16H19NO2	0
cpd07478_c0	Elaeokanine C	Elaeokanine C	Elaeokanine C	C10592	C12H21NO2	0
